id,item_n,author,created,is_review
789008028,263,jonasBoss,2022-01-20,True
789113707,263,sezanzeb,2022-01-20,True
789117001,263,sezanzeb,2022-01-20,True
789188266,263,jonasBoss,2022-01-20,True
789204719,263,jonasBoss,2022-01-20,True
789565879,263,sezanzeb,2022-01-21,True
789571052,263,sezanzeb,2022-01-21,True
789686074,33,sezanzeb,2021-03-03,False
789692077,49,sezanzeb,2021-03-03,False
789738194,263,jonasBoss,2022-01-21,True
789755761,263,jonasBoss,2022-01-21,True
789848169,29,heschlie,2021-03-03,False
789876295,33,mauritzn,2021-03-03,False
789973267,33,sezanzeb,2021-03-03,False
789975876,29,sezanzeb,2021-03-03,False
789978773,36,sezanzeb,2021-03-03,False
790001382,29,heschlie,2021-03-03,False
790015749,29,heschlie,2021-03-03,False
790072506,29,sezanzeb,2021-03-03,False
790089198,29,heschlie,2021-03-03,False
790114973,29,sezanzeb,2021-03-03,False
790144381,263,sezanzeb,2022-01-22,True
790145020,263,sezanzeb,2022-01-22,True
790146837,263,sezanzeb,2022-01-22,True
790147367,263,sezanzeb,2022-01-22,True
790147517,263,sezanzeb,2022-01-22,True
790147647,263,sezanzeb,2022-01-22,True
790151030,263,sezanzeb,2022-01-22,True
790152726,263,sezanzeb,2022-01-22,True
790153465,263,sezanzeb,2022-01-22,True
790153783,263,sezanzeb,2022-01-22,True
790154581,263,sezanzeb,2022-01-22,True
790157481,263,jonasBoss,2022-01-22,True
790157676,263,sezanzeb,2022-01-22,True
790157817,263,jonasBoss,2022-01-22,True
790158011,263,jonasBoss,2022-01-22,True
790159268,263,jonasBoss,2022-01-22,True
790159623,263,jonasBoss,2022-01-22,True
790160215,263,sezanzeb,2022-01-22,True
790161360,263,jonasBoss,2022-01-22,True
790162553,263,jonasBoss,2022-01-22,True
790163592,263,jonasBoss,2022-01-22,True
790163855,263,sezanzeb,2022-01-22,True
790166490,263,jonasBoss,2022-01-22,True
790166832,263,sezanzeb,2022-01-22,True
790167414,263,jonasBoss,2022-01-22,True
790167425,263,sezanzeb,2022-01-22,True
790169240,263,jonasBoss,2022-01-22,True
790169909,263,jonasBoss,2022-01-22,True
790170220,263,sezanzeb,2022-01-22,True
790170888,263,jonasBoss,2022-01-22,True
790173086,263,jonasBoss,2022-01-22,True
790176848,263,sezanzeb,2022-01-22,True
790177278,263,sezanzeb,2022-01-22,True
790182323,263,jonasBoss,2022-01-22,True
790188071,263,sezanzeb,2022-01-22,True
790188313,263,sezanzeb,2022-01-22,True
790195952,263,jonasBoss,2022-01-22,True
790242997,33,mauritzn,2021-03-04,False
790257387,263,sezanzeb,2022-01-23,True
790257679,263,sezanzeb,2022-01-23,True
790263370,263,jonasBoss,2022-01-23,True
790278243,263,jonasBoss,2022-01-23,True
790408708,49,LexRiver,2021-03-04,False
790420893,33,sezanzeb,2021-03-04,False
790426819,49,sezanzeb,2021-03-04,False
790714257,33,mauritzn,2021-03-04,False
790762718,33,sezanzeb,2021-03-04,False
